#TYPE System.Management.Automation.PSCustomObject
"vendor","audits","Type","language","Remaining","VendorIndex","VendorName","DailyRemaining"
"ResultsTel-Spanish","97","Sales","English","97","7","ResultsTel-Spanish","0"
